,0,1,2,3,4,5,6,7,8,9
Localidad_fic__Fontibón,0.5263046357360398,0.022919020938553636,0.01988463438124346,-0.11876078088260279,0.48968142867878517,-0.568671377593708,0.3170042767042249,0.589209171893419,0.4097332077503823,0.10098956065571316
Localidad_fic__Kennedy,-0.175450242058143,-0.07107834959888074,-0.031680605582663265,-0.047421149385021115,0.3662030312330885,-0.5327510306348613,0.34557876742027205,0.27679814443455497,0.6089069434459452,-0.6399297837571836
Localidad_fic__Los Mártires,-0.16875805381710027,-0.07068338757139421,0.010062975496688867,1.6317582467641216,0.2470677296664374,0.0704837546868839,-0.22356108847077605,-0.6644892226410853,-0.5638157159374151,0.24977795832387262
Localidad_fic__Otros_Localidad_fic,-0.46901407096329834,-0.16895673976367379,-0.08258740428873546,0.7925921077765666,-0.16528395850859498,0.125706192158096,0.2830910596565377,-0.4940127568095241,0.21536361880100377,0.5912794308519077
Localidad_fic__Puente Aranda,0.676637661740342,0.13965331221839325,-0.07111132127920947,-0.16540961210096863,0.0008204091058559675,0.05433449373448028,0.5199378104805698,-0.28139410505798057,0.2711389591092464,-0.7365980479718776
Localidad_fic__Rafael Uribe Uribe,0.008235038231990286,0.00851973615933384,-0.18790109732647373,0.0538726939359071,-0.6013670231998314,0.7588639796520976,0.013922582241125324,-0.5477136512386322,0.4761156687019197,-1.1278172132285673
Localidad_fic__San Cristóbal,0.062359057375115434,0.045189407791695856,-0.040434381830743875,-0.05885880382862491,-0.6550944503455307,0.6088887520742624,0.2718765063561018,-0.8150970394995152,0.075975486686091,-0.4846111291104073
Localidad_fic__Santa fe,-0.14595374960735352,-0.12827403673902854,0.02249051807825846,1.9541875635006554,0.5771112360745259,1.0809281387773535,-0.674490467176809,-0.37886012349082565,-0.3212008314816143,0.5733285965835133
Localidad_fic__Suba,0.031071591029675782,0.02260111335974803,0.07832257770023578,-0.2740828465564723,-0.39438250220664595,-0.673461673121444,0.18858049121049145,0.6228339434326384,-0.060100234940924646,0.5353247008187014
Localidad_fic__Tunjuelito,0.20252358380738414,0.1054695298612244,-0.15753044560222504,-0.47614258698638773,0.23702682597339197,0.15407935714022267,-0.36574807605176596,-0.3578137658965059,0.2508686138871085,-0.8695764480277387
Localidad_fic__Usaquén,0.0951004225733254,-0.19119196265318478,0.15700860242857168,-0.2855815720894948,-1.3398738786209503,0.21568379756502437,1.0459246972062397,0.07665549004230107,-0.47137757307273564,0.4985853033635387
Localidad_fic__Usme,0.220586293702293,0.09642307995863592,-0.06762282233703241,-0.5669850872556726,0.43499285423421014,0.2179244774824298,-0.7601899524589358,-0.11148547975685219,-0.17831887926538142,-1.307041086315596
TIPO INTERVENCIÓN__2. Niños - Niñas,-0.22975387775323053,-0.45616678540871114,-0.1019030848630652,0.040716250857582285,-0.2449301926532546,-0.0037496215073748707,-0.1926161130881483,0.03345440810767926,0.3787433470504865,-0.008300183808935305
TIPO INTERVENCIÓN__3. Adolescentes,-0.08407734062105958,-0.34491532347473175,-0.14483811405668068,-0.42035992658515203,1.3624225695621042,0.4191007575046321,1.6126997532243674,-0.5874775260622854,0.09733518018999811,0.08880107123592418
TIPO INTERVENCIÓN__5. Seguimiento al efecto,0.512968845796097,-0.2109541832237001,0.42386035135636224,-0.05810564851770469,0.07502686240747193,-0.19254368928679916,-0.2661831904165978,0.20571703873355707,-1.473982247967882,-0.05379108717206207
TIPO INTERVENCIÓN__No_reporta,0.30611866015314876,2.3329677930052872,-0.044281748341939826,0.20276214560230543,-0.06081003447014635,-0.02368109595499961,0.0010790725016467447,0.004337807676122756,0.3372594405871971,0.04149319057121963
TIPO INTERVENCIÓN__Otros_TIPO INTERVENCIÓN,1.2807300566301396,-0.6252389297039094,-0.020939582438377347,0.2726165533681384,0.15937803269207798,-0.25238527081475765,0.21970933164352371,0.19582616872256361,0.015221790059905933,0.16148662016231827
NACIONALIDAD__Colombia,-0.3420460447563503,0.21122611776414346,0.04366662887259754,-0.33167869788620574,-0.07906110314390437,0.24028759757721044,-0.1816990337035791,-0.14595013918577004,-0.06810829947331005,0.05121482505266768
NACIONALIDAD__No_reporta,1.4913125847830857,-0.7381586046932004,-0.16792522529811152,0.04504905836498822,0.25406200408043456,-0.04590937852200643,0.057345442022796074,0.09932398591038105,0.20240480682235548,0.19965730410022808
NACIONALIDAD__Otros_NACIONALIDAD,-0.28548628997713577,-0.053507704670505446,0.03645565880953214,1.8893792948071617,-0.29814425833010383,-0.18411599559988248,-0.23774579359809228,0.10908521898110395,0.30127626097107174,0.09952136215595199
NACIONALIDAD__Venezuela (Bolivarian Republic of),-0.4943618415726849,0.04194223071283478,0.030491304967958217,1.535475438036306,0.019520478143810468,-1.1040449162542834,0.8054613618513349,0.5668650044654518,0.03557176756467639,-0.5407821069286173
ESTADO CIVIL__1- Soltero(a),-0.681472899109529,0.5359316560221007,-0.07176211411085257,-0.546475246836245,1.3125195942304797,0.23486800582163467,0.9575561182571204,-0.1927496607856489,-0.3046169612381741,-0.09976063393809421
ESTADO CIVIL__6- No aplica,0.12788569312355372,-0.10083857415431507,0.013412181589369217,0.1019728349484221,-0.24687802842998502,-0.04386312863857358,-0.181022330668762,0.03697508795320694,0.05661988211414324,0.0186936462123689
